date, pm25, pm10, o3, no2, so2, co
2020/10/1, 41, 23, 36, 15, 3, 4
2020/10/2, 57, 37, 36, 13, 3, 5
2020/10/3, 66, 27, 40, 8, 3, 4
2020/10/4, 57, 24, 21, 12, 4, 4
2020/10/5, 36, 23, 25, 17, 4, 4
2020/10/6, 47, 26, 17, 24, 4, 5
2020/10/7, 56, 15, 29, 18, 3, 4
2020/10/8, 33, 16, 33, 16, 3, 3
2020/10/9, 35, 17, 38, 17, 3, 4
2020/10/10, 39, 20, 29, 17, 4, 4
2020/10/11, 51, 37, 29, 26, 3, 5
2020/10/12, 75, 26, 24, 22, 3, 4
2020/10/13, 44, 34, 27, 27, 4, 5
2020/10/14, 57, 35, 15, 27, 4, 4
2020/10/15, 51, 39, 7, 42, 4, 7
2020/10/16, 71, 34, 25, 30, 4, 6
2020/10/17, 73, 31, 42, 28, 4, 6
2020/10/18, 69, 58, 41, 39, 6, 8
2020/10/19, 117, 65, 32, 49, 5, 9
2020/10/20, 132, 47, 10, 50, 4, 8
2020/10/21, 87, 65, 27, 30, 4, 6
2020/10/22, 96, 28, 22, 14, 3, 4
2020/10/23, 41, 29, 26, 19, 3, 4
2020/10/24, 47, 32, 27, 33, 5, 7
2020/10/25, 68, 54, 33, 43, 5, 9
2020/10/26, 104, 72, 33, 52, 6, 10
2020/10/27, 149, 51, 22, 25, 4, 5
2020/10/28, 92, 41, 19, 33, 4, 5
2020/10/29, 62, 45, 15, 40, 6, 6
2020/10/30, 69, 29, 30, 32, 4, 6
2020/10/31, 62, 41, 22, 24, 3, 6
2020/11/1, 91, 51, 20, 29, 4, 6
2020/11/2, 73, 23, 21, 11, 3, 3
2020/11/3, 33, 32, 21, 22, 3, 4
2020/11/4, 46, 39, 10, 48, 5, 7
2020/11/5, 72, 50, 7, 56, 6, 8
2020/11/6, 97, 76, 37, 29, 5, 7
2020/11/7, 129, 57, 23, 14, 4, 5
2020/11/8, 60, 29, 13, 22, 4, 4
2020/11/9, 36, 29, 20, 32, 4, 5
2020/11/10, 51, 47, 8, 51, 5, 8
2020/11/11, 80, 61, 9, 69, 6, 9
2020/11/12, 130, 70, 17, 67, 6, 11
2020/11/13, 135, 69, 25, 50, 5, 7
2020/11/14, 136, 68, 31, 47, 5, 10
2020/11/15, 156, 66, 16, 53, 5, 11
2020/11/16, 152, 62, 16, 46, 4, 9
2020/11/17, 136, 44, 4, 37, 3, 7
2020/11/18, 105, 18, 18, 16, 3, 5
2020/11/19, 42, 24, 17, 15, 3, 4
2020/11/20, 62, 27, 12, 26, 3, 5
2020/11/21, 75, 29, 20, 18, 3, 4
2020/11/22, 80, 27, 15, 20, 3, 4
2020/11/23, 66, 28, 6, 39, 4, 6
2020/11/24, 66, 40, 8, 43, 5, 7
2020/11/25, 89, 58, 10, 46, 6, 9
2020/11/26, 131, 45, 16, 29, 5, 7
2020/11/27, 102, 24, 19, 14, 4, 4
2020/11/28, 56, 27, 20, 18, 4, 4
2020/11/29, 64, 28, 17, 26, 4, 5
2020/11/30, 66, 33, 12, 31, 4, 6
2020/12/1, 75, 35, 14, 31, 4, 5
2020/12/2, 76, 30, 21, 21, 5, 5
2020/12/3, 65, 32, 15, 28, 4, 5
2020/12/4, 73, 40, 11, 44, 4, 8
2020/12/5, 87, 48, 18, 40, 4, 8
2020/12/6, 108, 54, 27, 33, 5, 8
2020/12/7, 129, 25, 23, 25, 4, 4
2020/12/8, 62, 42, 4, 51, 6, 8
2020/12/9, 88, 61, 10, 51, 6, 9
2020/12/10, 132, 83, 14, 52, 5, 13
2020/12/11, 169, 54, 22, 31, 6, 7
2020/12/12, 114, 39, 25, 28, 4, 5
2020/12/13, 90, 23, 21, 14, 3, 4
2020/12/14, 51, 19, 20, 16, 4, 4
2020/12/15, 44, 24, 19, 18, 5, 5
2020/12/16, 55, 30, 10, 40, 5, 7
2020/12/17, 72, 37, 19, 32, 5, 7
2020/12/18, 83, 28, 19, 19, 4, 4
2020/12/19, 59, 28, 20, 26, 5, 6
2020/12/20, 66, 42, 7, 54, 5, 11
2020/12/21, 96, 53, 12, 57, 6, 11
2020/12/22, 123, 63, 17, 55, 5, 11
2020/12/23, 148, 51, 22, 31, 4, 6
2020/12/24, 109, 24, 22, 24, 5, 5
2020/12/25, 52, 43, 13, 47, 5, 10
2020/12/26, 97, 51, 16, 45, 5, 9
2020/12/27, 116, 59, 9, 57, 4, 11
2020/12/28, 139, 62, 19, 40, 4, 10
2020/12/29, 141, 37, 20, 12, 3, 4
2020/12/30, 54, 30, 19, 21, 4, 5
2020/12/31, 50, 28, 20, 29, 4, 6
2021/1/1, 68, 35, 23, 16, 4, 5
2021/1/2, 50, 40, 21, 20, 4, 5
2021/1/3, 60, , , , , 
2020/7/1, 47, 52, 67, 21, 3, 6
2020/7/2, 121, 38, 32, 19, 3, 5
2020/7/3, 86, 23, 46, 14, 3, 3
2020/7/4, 62, 29, 57, 14, 3, 4
2020/7/5, 69, 27, 51, 19, 3, 4
2020/7/6, 72, 18, 30, 15, 3, 4
2020/7/7, 47, 32, 54, 20, 3, 4
2020/7/8, 55, 43, 62, 25, 3, 6
2020/7/9, 97, 16, 31, 15, 2, 3
2020/7/10, 40, 8, 37, 10, 2, 3
2020/7/11, 15, 12, 28, 11, 3, 3
2020/7/12, 33, 8, 24, 12, 2, 2
2020/7/13, 19, 7, 23, 11, 2, 3
2020/7/14, 11, 12, 24, 14, 3, 2
2020/7/15, 21, 31, 50, 23, 3, 4
2020/7/16, 68, 38, 45, 24, 3, 5
2020/7/17, 78, 35, 62, 24, 3, 5
2020/7/18, 85, 16, 31, 12, 2, 4
2020/7/19, 49, 14, 27, 12, 2, 5
2020/7/20, 48, 32, 47, 19, 3, 4
2020/7/21, 73, 24, 21, 28, 4, 5
2020/7/22, 63, 14, 35, 18, 2, 4
2020/7/23, 43, 6, 32, 10, 3, 3
2020/7/24, 11, 5, 20, 9, 3, 3
2020/7/25, 9, 10, 29, 13, 3, 3
2020/7/26, 22, 14, 18, 15, 3, 4
2020/7/27, 34, 12, 17, 15, 3, 4
2020/7/28, 26, 12, 12, 20, 3, 4
2020/7/29, 28, 20, 31, 21, 3, 4
2020/7/30, 57, 25, 27, 19, 3, 4
2020/7/31, 57, 15, 15, 11, 3, 3
2020/8/1, 36, 11, 15, 10, 3, 2
2020/8/2, 25, 13, 16, 12, 3, 3
2020/8/3, 25, 36, 8, 11, 3, 2
2020/8/4, 57, 33, 4, 16, 5, 4
2020/8/5, 78, 17, 16, 14, 3, 4
2020/8/6, 36, 30, 16, 23, 4, 5
2020/8/7, 75, 14, 11, 16, 3, 4
2020/8/8, 35, 10, 15, 10, 2, 4
2020/8/9, 21, 13, 7, 15, 2, 3
2020/8/10, 31, 11, 20, 19, 3, 3
2020/8/11, 39, 25, 19, 23, 3, 2
2020/8/12, 60, 28, 23, 17, 3, 3
2020/8/13, 58, 32, 31, 13, 3, 3
2020/8/14, 72, 36, 39, 16, 3, 3
2020/8/15, 97, 23, 20, 8, 3, 2
2020/8/16, 59, 29, 28, 11, 3, 2
2020/8/17, 58, 33, 36, 18, 3, 3
2020/8/18, 79, 44, 27, 15, 3, 2
2020/8/19, 106, 39, 38, 17, 4, 2
2020/8/20, 97, 30, 15, 21, 4, 3
2020/8/21, 78, 14, 14, 12, 3, 3
2020/8/22, 41, 10, 27, 8, 3, 3
2020/8/23, 35, 20, 19, 12, 4, 2
2020/8/24, 57, 27, 19, 26, 4, 2
2020/8/25, 74, 19, 13, 34, 3, 2
2020/8/26, 55, 17, 16, 19, 3, 3
2020/8/27, 50, 23, 22, 17, 3, 4
2020/8/28, 56, 15, 13, 24, 2, 4
2020/8/29, 41, 14, 25, 22, 3, 3
2020/8/30, 25, 10, 10, 31, 3, 3
2020/8/31, 13, 15, 17, 38, 3, 3
2020/9/1, 21, 12, 5, 31, 3, 3
2020/9/2, 19, 13, 27, 18, 4, 2
2020/9/3, 20, 22, 35, 26, 3, 4
2020/9/4, 42, 33, 41, 24, 4, 5
2020/9/5, 77, 21, 33, 12, 3, 3
2020/9/6, 59, 6, 38, 8, 3, 3
2020/9/7, 12, 24, 39, 11, 3, 4
2020/9/8, 52, 29, 37, 20, 3, 5
2020/9/9, 71, 29, 45, 22, 4, 5
2020/9/10, 74, 25, 27, 22, 3, 4
2020/9/11, 66, 9, 30, 12, 4, 4
2020/9/12, 25, 7, 29, 8, 3, 3
2020/9/13, 13, 23, 33, 16, 3, 5
2020/9/14, 51, 38, 42, 22, 4, 5
2020/9/15, 87, 30, 25, 29, 4, 4
2020/9/16, 69, 22, 28, 17, 4, 3
2020/9/17, 43, 21, 32, 13, 4, 3
2020/9/18, 22, 19, 31, 16, 3, 4
2020/9/19, 35, 18, 30, 11, 4, 3
2020/9/20, 41, 24, 22, 23, 3, 4
2020/9/21, 46, 14, 27, 16, 3, 4
2020/9/22, 33, 9, 26, 11, 3, 3
2020/9/23, 14, 9, 26, 10, 3, 3
2020/9/24, 13, 12, 25, 13, 3, 3
2020/9/25, 20, 14, 29, 12, 3, 3
2020/9/26, 25, 13, 31, 11, 3, 3
2020/9/27, 30, 23, 26, 26, 3, 4
2020/9/28, 50, 30, 31, 19, 3, 4
2020/9/29, 67, 31, 33, 14, 3, 5
2020/9/30, 72, 16, 37, 9, 3, 3
2020/4/1, 105, 41, 31, 29, 4, 5
2020/4/2, 84, 57, 43, 32, 4, 5
2020/4/3, 112, 60, 32, 19, 4, 4
2020/4/4, 93, 46, 43, 15, 3, 3
2020/4/5, 72, 57, 36, 39, 5, 5
2020/4/6, 81, 60, 43, 31, 5, 4
2020/4/7, 94, 47, 37, 15, 4, 3
2020/4/8, 68, 51, 39, 20, 4, 4
2020/4/9, 82, 47, 37, 28, 4, 4
2020/4/10, 87, 43, 33, 26, 4, 4
2020/4/11, 79, 33, 46, 15, 3, 4
2020/4/12, 72, 23, 40, 14, 2, 3
2020/4/13, 45, 52, 46, 38, 4, 5
2020/4/14, 93, 60, 60, 38, 4, 5
2020/4/15, 120, 53, 47, 39, 5, 5
2020/4/16, 86, 42, 27, 28, 3, 4
2020/4/17, 75, 31, 35, 17, 3, 3
2020/4/18, 53, 27, 33, 21, 3, 4
2020/4/19, 63, 17, 35, 17, 2, 4
2020/4/20, 35, 33, 36, 13, 3, 2
2020/4/21, 38, 71, 31, 12, 2, 3
2020/4/22, 43, 48, 30, 13, 4, 3
2020/4/23, 52, 45, 44, 20, 4, 4
2020/4/24, 51, 58, 61, 16, 4, 4
2020/4/25, 80, 33, 43, 11, 4, 3
2020/4/26, 54, 37, 40, 20, 4, 4
2020/4/27, 67, 41, 48, 26, 4, 4
2020/4/28, 74, 52, 54, 25, 4, 4
2020/4/29, 93, 40, 48, 26, 3, 3
2020/4/30, 68, 54, 44, 11, 2, 3
2020/5/1, 93, 53, 43, 12, 3, 3
2020/5/2, 91, 30, 39, 12, 2, 3
2020/5/3, 61, 40, 32, 19, 2, 4
2020/5/4, 62, 41, 24, 27, 3, 4
2020/5/5, 72, 36, 41, 25, 3, 4
2020/5/6, 64, 31, 35, 21, 3, 3
2020/5/7, 49, 29, 39, 26, 3, 3
2020/5/8, 46, 14, 35, 16, 3, 3
2020/5/9, 32, 30, 45, 13, 4, 5
2020/5/10, 73, 97, 42, 21, 3, 5
2020/5/11, 108, 48, 37, 17, 3, 4
2020/5/12, 62, 34, 34, 23, 3, 3
2020/5/13, 36, 43, 35, 37, 4, 4
2020/5/14, 32, 32, 23, 27, 3, 4
2020/5/15, 46, 25, 22, 25, 2, 5
2020/5/16, 51, 38, 34, 16, 2, 4
2020/5/17, 88, 34, 35, 22, 2, 5
2020/5/18, 82, 15, 27, 14, 2, 3
2020/5/19, 25, 8, 23, 14, 2, 3
2020/5/20, 16, 22, 26, 26, 3, 2
2020/5/21, 43, 50, 36, 31, 3, 4
2020/5/22, 107, 55, 49, 23, 5, 4
2020/5/23, 115, 27, 35, 12, 3, 3
2020/5/24, 68, 42, 35, 24, 3, 5
2020/5/25, 100, 46, 36, 27, 3, 5
2020/5/26, 101, 26, 37, 23, 3, 4
2020/5/27, 59, 31, 39, 39, 5, 6
2020/5/28, 72, 39, 32, 42, 4, 6
2020/5/29, 80, 43, 61, 42, 4, 6
2020/5/30, 94, 41, 56, 25, 4, 5
2020/5/31, 96, 23, 30, 31, 4, 4
2020/6/1, 49, 27, 39, 31, 3, 6
2020/6/2, 58, 51, 52, 17, 3, 4
2020/6/3, 89, 51, 44, 17, 2, 4
2020/6/4, 87, 50, 52, 20, 2, 4
2020/6/5, 89, 56, 84, 22, 3, 6
2020/6/6, 106, 47, 59, 13, 3, 4
2020/6/7, 95, 43, 59, 20, 3, 4
2020/6/8, 84, 51, 58, 27, 3, 4
2020/6/9, 83, 48, 50, 29, 4, 4
2020/6/10, 81, 30, 35, 17, 4, 4
2020/6/11, 62, 47, 30, 39, 4, 5
2020/6/12, 75, 54, 102, 28, 4, 4
2020/6/13, 88, 41, 46, 14, 4, 4
2020/6/14, 82, 31, 36, 19, 4, 4
2020/6/15, 57, 57, 99, 21, 4, 7
2020/6/16, 116, 53, 70, 31, 5, 7
2020/6/17, 111, 41, 46, 25, 4, 5
2020/6/18, 83, 25, 44, 16, 2, 3
2020/6/19, 58, 42, 77, 23, 3, 5
2020/6/20, 84, 38, 78, 14, 3, 4
2020/6/21, 78, 45, 66, 24, 3, 4
2020/6/22, 83, 45, 59, 35, 5, 4
2020/6/23, 88, 30, 30, 22, 3, 4
2020/6/24, 69, 14, 24, 17, 3, 4
2020/6/25, 36, 25, 40, 15, 4, 4
2020/6/26, 55, 27, 52, 19, 3, 4
2020/6/27, 70, 32, 46, 10, 3, 3
2020/6/28, 78, 36, 37, 21, 3, 5
2020/6/29, 91, 9, 47, 10, 3, 3
2020/6/30, 19, 22, 26, 20, 3, 4
2020/1/1, 89, 60, 3, 49, 5, 11
2020/1/2, 133, 64, 13, 46, 6, 11
2020/1/3, 141, 58, 17, 47, 6, 12
2020/1/4, 127, 56, 8, 54, 6, 12
2020/1/5, 121, 43, 4, 23, 5, 9
2020/1/6, 99, 10, 9, 19, 4, 6
2020/1/7, 30, 28, 20, 13, 3, 8
2020/1/8, 67, 52, 19, 23, 4, 7
2020/1/9, 126, 61, 8, 46, 5, 10
2020/1/10, 144, 56, 21, 43, 5, 10
2020/1/11, 132, 48, 22, 23, 6, 7
2020/1/12, 115, 29, 18, 24, 4, 4
2020/1/13, 69, 33, 12, 39, 4, 7
2020/1/14, 80, 41, 15, 36, 5, 7
2020/1/15, 88, 45, 12, 38, 5, 8
2020/1/16, 96, 59, 6, 56, 6, 10
2020/1/17, 118, 61, 14, 51, 7, 10
2020/1/18, 124, 59, 23, 45, 5, 11
2020/1/19, 130, 56, 22, 31, 4, 7
2020/1/20, 98, 48, 16, 47, 7, 7
2020/1/21, 63, 51, 5, 59, 5, 9
2020/1/22, 72, 61, 22, 49, 6, 10
2020/1/23, 119, 65, 19, 35, 4, 10
2020/1/24, 152, 52, 11, 43, 4, 9
2020/1/25, 117, 30, 27, 27, 3, 6
2020/1/26, 68, 10, 32, 11, 3, 3
2020/1/27, 20, 12, 21, 22, 4, 4
2020/1/28, 24, 17, 15, 32, 4, 5
2020/1/29, 35, 20, 19, 32, 4, 6
2020/1/30, 43, 29, 15, 31, 3, 6
2020/1/31, 63, 63, 23, 43, 5, 11
2020/2/1, 139, 65, 22, 35, 5, 10
2020/2/2, 147, 30, 30, 18, 4, 4
2020/2/3, 64, 27, 23, 29, 4, 5
2020/2/4, 63, 27, 25, 14, 4, 4
2020/2/5, 47, 44, 17, 34, 5, 6
2020/2/6, 79, 41, 15, 38, 4, 7
2020/2/7, 86, 44, 25, 17, 4, 6
2020/2/8, 99, 40, 25, 28, 5, 6
2020/2/9, 86, 52, 19, 49, 5, 8
2020/2/10, 106, 59, 11, 64, 6, 11
2020/2/11, 116, 51, 7, 60, 5, 11
2020/2/12, 115, 65, 14, 42, 3, 9
2020/2/13, 152, 75, 14, 53, 4, 11
2020/2/14, 163, 64, 22, 41, 4, 9
2020/2/15, 146, 26, 25, 16, 2, 6
2020/2/16, 69, 30, 27, 15, 3, 4
2020/2/17, 70, 26, 23, 24, 4, 4
2020/2/18, 65, 37, 11, 52, 4, 8
2020/2/19, 89, 61, 10, 57, 4, 9
2020/2/20, 142, 62, 22, 51, 4, 8
2020/2/21, 134, 64, 30, 19, 3, 6
2020/2/22, 109, 27, 31, 21, 4, 4
2020/2/23, 48, 40, 15, 49, 5, 6
2020/2/24, 76, 22, 27, 31, 3, 5
2020/2/25, 48, 19, 22, 28, 3, 5
2020/2/26, 38, 15, 21, 26, 3, 4
2020/2/27, 29, 28, 7, 45, 3, 6
2020/2/28, 73, 27, 22, 30, 3, 5
2020/2/29, 71, 49, 24, 34, 4, 8
2020/3/1, 112, 43, 30, 21, 4, 5
2020/3/2, 96, 40, 26, 43, 4, 6
2020/3/3, 93, 44, 33, 17, 4, 5
2020/3/4, 100, 39, 25, 21, 4, 4
2020/3/5, 89, 40, 14, 49, 4, 5
2020/3/6, 85, 57, 18, 52, 5, 6
2020/3/7, 125, 60, 38, 44, 4, 6
2020/3/8, 143, 61, 30, 53, 4, 7
2020/3/9, 134, 41, 25, 28, 3, 6
2020/3/10, 99, 38, 25, 18, 3, 3
2020/3/11, 49, 38, 28, 32, 4, 4
2020/3/12, 58, 35, 28, 16, 4, 4
2020/3/13, 52, 41, 34, 19, 4, 4
2020/3/14, 73, 45, 35, 15, 3, 4
2020/3/15, 70, 27, 26, 20, 3, 4
2020/3/16, 51, 49, 22, 36, 4, 5
2020/3/17, 79, 58, 31, 35, 5, 6
2020/3/18, 114, 58, 49, 19, 4, 4
2020/3/19, 79, 46, 29, 21, 4, 4
2020/3/20, 38, 54, 40, 26, 4, 4
2020/3/21, 61, 39, 40, 12, 4, 3
2020/3/22, 61, 47, 34, 31, 5, 5
2020/3/23, 97, 59, 31, 40, 5, 6
2020/3/24, 116, 53, 43, 46, 6, 6
2020/3/25, 102, 54, 39, 41, 5, 6
2020/3/26, 106, 46, 28, 17, 3, 4
2020/3/27, 81, 37, 31, 11, 3, 3
2020/3/28, 30, 44, 41, 17, 4, 4
2020/3/29, 59, , , , , 
2019/10/1, 104, 25, 8, 24, 4, 5
2019/10/2, 59, 9, 20, 15, 4, 3
2019/10/3, 19, 30, 26, 28, 5, 6
2019/10/4, 68, 43, 21, 17, 4, 6
2019/10/5, 82, 12, 29, 12, 3, 3
2019/10/6, 20, 11, 17, 25, 4, 5
2019/10/7, 26, 25, 27, 23, 4, 5
2019/10/8, 43, 26, 25, 28, 4, 5
2019/10/9, 40, 33, 11, 43, 5, 6
2019/10/10, 58, 39, 24, 33, 5, 6
2019/10/11, 62, 29, 22, 16, 4, 4
2019/10/12, 43, 24, 21, 16, 3, 5
2019/10/13, 43, 39, 22, 19, 4, 7
2019/10/14, 61, 26, 16, 22, 4, 7
2019/10/15, 39, 34, 21, 24, 4, 7
2019/10/16, 61, 33, 20, 24, 4, 7
2019/10/17, 66, 19, 21, 23, 4, 6
2019/10/18, 39, 22, 28, 25, 4, 5
2019/10/19, 45, 41, 32, 31, 4, 7
2019/10/20, 87, 45, 28, 46, 4, 8
2019/10/21, 90, 40, 25, 44, 5, 7
2019/10/22, 86, 23, 22, 31, 4, 6
2019/10/23, 54, 29, 32, 23, 4, 5
2019/10/24, 61, 25, 23, 26, 5, 5
2019/10/25, 51, 24, 25, 17, 4, 5
2019/10/26, 59, 26, 25, 25, 4, 6
2019/10/27, 64, 34, 25, 35, 5, 6
2019/10/28, 75, 78, 26, 23, 4, 5
2019/10/29, 73, 28, 17, 34, 5, 6
2019/10/30, 47, 69, 36, 40, 5, 7
2019/10/31, 94, 82, 25, 40, 5, 8
2019/11/1, 124, 64, 14, 59, 7, 10
2019/11/2, 128, 49, 28, 32, 5, 7
2019/11/3, 105, 13, 18, 30, 4, 5
2019/11/4, 29, 35, 24, 43, 6, 7
2019/11/5, 78, 50, 12, 49, 6, 9
2019/11/6, 106, 50, 25, 32, 5, 6
2019/11/7, 81, 45, 18, 38, 5, 7
2019/11/8, 58, 39, 8, 58, 7, 9
2019/11/9, 73, 32, 11, 45, 6, 7
2019/11/10, 77, 21, 16, 37, 5, 6
2019/11/11, 59, 32, 5, 51, 7, 8
2019/11/12, 74, 30, 5, 44, 6, 8
2019/11/13, 76, 19, 20, , 4, 4
2019/11/14, 27, 25, 5, 42, 4, 7
2019/11/15, 55, 36, 6, 40, 4, 9
2019/11/16, 80, 28, 11, 39, 5, 7
2019/11/17, 62, 61, 25, 18, 3, 5
2019/11/18, 46, 33, 23, 18, 4, 4
2019/11/19, 37, 24, 16, 37, 5, 6
2019/11/20, 48, 41, 6, 50, 6, 8
2019/11/21, 75, 50, 7, 52, 6, 10
2019/11/22, 84, 36, 8, 55, 5, 9
2019/11/23, 77, 32, 15, 40, 5, 9
2019/11/24, 77, 29, 14, 21, 4, 6
2019/11/25, 62, 27, 4, 36, 5, 7
2019/11/26, 66, 41, 15, 24, 5, 7
2019/11/27, 85, 41, 11, 32, 6, 7
2019/11/28, 81, 45, 13, 39, 6, 6
2019/11/29, 91, 47, 5, 55, 6, 9
2019/11/30, 103, 43, 8, 43, 4, 8
2019/12/1, 109, 25, 22, 19, 6, 5
2019/12/2, 54, 32, 11, 44, 5, 6
2019/12/3, 64, 33, 18, 33, 6, 6
2019/12/4, 68, 25, 25, 14, 6, 5
2019/12/5, 46, 34, 17, 24, 5, 5
2019/12/6, 63, 49, 5, 44, 6, 9
2019/12/7, 100, 56, 14, 34, 5, 9
2019/12/8, 133, 63, 9, 39, 6, 9
2019/12/9, 148, 84, 15, 60, 6, 13
2019/12/10, 162, 68, 23, 34, 5, 8
2019/12/11, 139, 20, 16, 25, 4, 5
2019/12/12, 59, 27, 5, 48, 6, 8
2019/12/13, 70, 41, 16, 30, 5, 7
2019/12/14, 95, 39, 10, 48, 4, 10
2019/12/15, 95, 43, 4, 56, 6, 11
2019/12/16, 88, 31, 11, 40, 5, 8
2019/12/17, 78, 42, 14, 30, 5, 7
2019/12/18, 95, 29, 16, 32, 5, 6
2019/12/19, 68, 32, 17, 31, 6, 6
2019/12/20, 76, 38, 3, 49, 5, 8
2019/12/21, 89, 60, 11, 46, 5, 9
2019/12/22, 144, 54, 14, 40, 4, 10
2019/12/23, 134, 67, 8, 49, 5, 12
2019/12/24, 155, 54, 5, 52, 4, 11
2019/12/25, 129, 50, 16, 39, 5, 8
2019/12/26, 115, 39, 23, 29, 5, 7
2019/12/27, 89, 48, 6, 52, 5, 9
2019/12/28, 96, 49, 8, 43, 4, 8
2019/12/29, 98, , , , , 
2019/7/1, 81, 33, 50, 22, 8, 4
2019/7/2, 75, 38, 37, 25, 5, 5
2019/7/3, 88, 32, 43, 29, 5, 4
2019/7/4, 73, 31, 95, 31, 5, 6
2019/7/5, 68, 22, 65, 16, 5, 5
2019/7/6, 67, 15, 43, 6, 4, 3
2019/7/7, 51, 8, 36, 9, 4, 2
2019/7/8, 32, 8, 38, 9, 4, 3
2019/7/9, 36, 6, 32, 10, 3, 3
2019/7/10, 31, 7, 19, 12, 5, 3
2019/7/11, 12, 18, 28, 19, 5, 3
2019/7/12, 38, 37, 43, 20, 6, 4
2019/7/13, 83, 42, 61, 20, 4, 5
2019/7/14, 116, 35, 29, 25, 4, 5
2019/7/15, 98, 36, 35, 26, 4, 5
2019/7/16, 91, 65, 50, 28, 5, 5
2019/7/17, 152, 67, 104, 32, 6, 5
2019/7/18, 156, 37, 32, 22, 4, 5
2019/7/19, 84, 8, 13, 12, 3, 3
2019/7/20, 20, 17, 28, 10, 4, 2
2019/7/21, 33, 48, 36, 20, 5, 3
2019/7/22, 92, 27, 22, 22, 6, 2
2019/7/23, 52, 25, 171, 22, 5, 3
2019/7/24, 57, 27, 76, 28, 3, 5
2019/7/25, 68, 19, 22, 23, 4, 3
2019/7/26, 51, 20, 37, 20, 3, 4
2019/7/27, 52, 13, 19, 13, 3, 3
2019/7/28, 38, 15, 8, 11, 4, 3
2019/7/29, 37, 21, 15, 13, 4, 3
2019/7/30, 48, 18, 13, 22, 4, 3
2019/7/31, 41, 14, 17, 16, 4, 3
2019/8/1, 35, 20, 25, 17, 3, 3
2019/8/2, 47, 22, 46, 22, 4, 4
2019/8/3, 54, 31, 72, 23, 4, 4
2019/8/4, 73, 39, 47, 24, 4, 3
2019/8/5, 98, 27, 41, 17, 4, 3
2019/8/6, 72, 21, 11, 32, 3, 3
2019/8/7, 56, 41, 13, 34, 5, 4
2019/8/8, 94, 23, 26, 25, 4, 3
2019/8/9, 51, 20, 25, 18, 4, 2
2019/8/10, 48, 17, 23, 9, 3, 2
2019/8/11, 44, 14, 12, 19, 3, 3
2019/8/12, 54, 25, 38, 24, 5, 3
2019/8/13, 62, 17, 27, 14, 4, 3
2019/8/14, 45, 8, 9, 10, 4, 2
2019/8/15, 22, 19, 39, 18, 3, 4
2019/8/16, 38, 33, 41, 19, 4, 4
2019/8/17, 65, 22, 50, 14, 5, 4
2019/8/18, 54, 22, 48, 22, 3, 5
2019/8/19, 53, 29, 49, 22, 3, 4
2019/8/20, 71, 33, 41, 23, 5, 4
2019/8/21, 82, 43, 41, 25, 4, 4
2019/8/22, 101, 34, 35, 29, 5, 6
2019/8/23, 67, 23, 29, 26, 5, 5
2019/8/24, 43, 17, 45, 18, 4, 4
2019/8/25, 33, 22, 46, 27, 5, 6
2019/8/26, 52, 23, 50, 22, 4, 4
2019/8/27, 54, 26, 47, 15, 6, 4
2019/8/28, 55, 25, 45, 14, 6, 5
2019/8/29, 60, 16, 30, 14, 5, 4
2019/8/30, 34, 18, 36, 14, 5, 4
2019/8/31, 47, 18, 42, 20, 5, 4
2019/9/1, 54, 25, 38, 30, 6, 6
2019/9/2, 62, 23, 23, 25, 3, 4
2019/9/3, 52, 9, 23, 22, 3, 4
2019/9/4, 17, 7, 8, 21, 3, 4
2019/9/5, 17, 14, 14, 20, 4, 4
2019/9/6, 35, 14, 22, 8, 4, 3
2019/9/7, 22, 38, 30, 12, 4, 5
2019/9/8, 81, 40, 17, 14, 4, 7
2019/9/9, 88, 13, 20, 13, 4, 4
2019/9/10, 39, 7, 34, 6, 4, 3
2019/9/11, 21, 8, 23, 7, 4, 3
2019/9/12, 19, 12, 35, 6, 4, 3
2019/9/13, 25, 16, 20, 21, 4, 4
2019/9/14, 46, 12, 35, 9, 4, 3
2019/9/15, 36, 9, 31, 14, 5, 3
2019/9/16, 23, 13, 38, 19, 4, 2
2019/9/17, 35, 25, 36, 18, 5, 3
2019/9/18, 47, 21, 38, 15, 4, 2
2019/9/19, 38, 22, 14, 22, 5, 3
2019/9/20, 40, 16, 12, 24, 4, 4
2019/9/21, 31, 7, 37, 11, 3, 2
2019/9/22, 15, 16, 24, 13, 4, 4
2019/9/23, 28, 26, 31, 30, 4, 5
2019/9/24, 53, 37, 30, 34, 5, 6
2019/9/25, 70, 33, 20, 36, 4, 5
2019/9/26, 62, 23, 17, 34, 4, 4
2019/9/27, 45, 31, 30, 32, 4, 5
2019/9/28, 69, 42, 55, 28, 5, 6
2019/9/29, 92, 55, 44, 43, 5, 6
2019/9/30, 91, 48, 26, 41, 5, 6
2019/4/1, 57, 35, 34, 33, 6, 5
2019/4/2, 70, 44, 33, 35, 5, 6
2019/4/3, 83, 39, 37, 34, 5, 5
2019/4/4, 66, 72, 37, 27, 4, 5
2019/4/5, 94, 63, 23, 48, 5, 7
2019/4/6, 79, 43, 33, 26, 4, 5
2019/4/7, 73, 44, 36, 26, 5, 5
2019/4/8, 58, 29, 29, 32, 4, 4
2019/4/9, 48, 8, 37, 21, 4, 4
2019/4/10, 19, 30, 32, 38, 5, 6
2019/4/11, 66, 57, 37, 43, 6, 6
