date, pm25, pm10, o3, no2, so2, co
2016/5/18, 102, 45, 42, 48, 7, 6
2016/5/19, 83, 50, 57, 58, 8, 7
2016/5/20, 97, 43, 45, 37, 6, 5
2016/5/21, 92, 59, 65, 40, 8, 6
2016/5/22, 122, 72, 52, 46, 9, 7
2016/5/23, 145, 37, 41, 27, 6, 5
2016/5/24, 85, 82, 48, 28, 8, 7
2016/5/25, 157, 94, 35, 42, 11, 9
2016/5/26, 173, 84, 45, 45, 9, 8
2016/5/27, 159, 78, 45, 40, 10, 7
2016/5/28, 135, 80, 64, 36, 11, 7
2016/5/29, 133, 84, 61, 37, 10, 8
2016/5/30, 151, 81, 43, 30, 10, 7
2016/5/31, 141, 47, 45, 29, 7, 5
2016/6/1, 88, 38, 45, 34, 7, 4
2016/6/2, 70, 51, 45, 37, 9, 5
2016/6/3, 91, 58, 35, 40, 7, 6
2016/6/4, 99, 55, 61, 30, 7, 6
2016/6/5, 102, 27, 42, 25, 6, 4
2016/6/6, 58, 43, 36, 31, 7, 5
2016/6/7, 89, 44, 27, 32, 7, 4
2016/6/8, 91, 58, 39, 37, 7, 6
2016/6/9, 106, 65, 49, 48, 9, 7
2016/6/10, 121, 55, 22, 28, 8, 5
2016/6/11, 105, 32, 20, 19, 6, 4
2016/6/12, 77, 65, 36, 28, 6, 7
2016/6/13, 120, 58, 48, 43, 8, 6
2016/6/14, 109, 41, 24, 28, 6, 4
2016/6/15, 85, 32, 35, 22, 6, 5
2016/6/16, 70, 58, 52, 27, 8, 6
2016/6/17, 116, 68, 62, 34, 9, 8
2016/6/18, 141, 46, 42, 28, 7, 6
2016/6/19, 101, 54, 52, 33, 7, 6
2016/6/20, 117, 61, 63, 44, 8, 7
2016/6/21, 125, 69, 42, 49, 8, 8
2016/6/22, 143, 41, 50, 31, 7, 6
2016/6/23, 90, 48, 29, 33, 6, 5
2016/6/24, 102, 34, 36, 24, 7, 4
2016/6/25, 71, 36, 42, 22, 7, 4
2016/6/26, 75, 38, 30, 39, 9, 6
2016/6/27, 83, 64, 45, 37, 8, 6
2016/6/28, 133, 42, 42, 37, 8, 5
2016/6/29, 94, 31, 25, 24, 7, 4
2016/6/30, 75, 26, 21, 27, 6, 4
2016/1/4, 91, 34, 17, 26, 9, 5
2016/1/5, 67, 58, 9, 45, 11, 8
2016/1/6, 102, 45, 14, 29, 9, 6
2016/1/7, 79, 36, 15, 32, 9, 5
2016/1/8, 68, 40, 13, 35, 9, 6
2016/1/9, 76, 36, 21, 30, 9, 5
2016/1/10, 74, 43, 19, 31, 10, 6
2016/1/11, 79, 53, 13, 42, 9, 7
2016/1/12, 89, 42, 20, 38, 8, 6
2016/1/13, 76, 50, 13, 42, 9, 6
2016/1/14, 81, 51, 7, 57, 10, 9
2016/1/15, 98, 70, 4, 60, 9, 10
2016/1/16, 134, 71, 6, 56, 9, 10
2016/1/17, 143, 56, 20, 30, 8, 7
2016/1/18, 104, 37, 22, 18, 7, 4
2016/1/19, 59, 42, 18, 34, 8, 5
2016/1/20, 83, 53, 12, 46, 8, 7
2016/1/21, 100, 55, 12, 40, 9, 7
2016/1/22, 99, 35, 22, 17, 8, 4
2016/1/23, 61, 43, 21, 17, 9, 4
2016/1/24, 77, 55, 14, 35, 8, 6
2016/1/25, 71, 77, 5, 67, 12, 12
2016/1/26, 125, 66, 12, 53, 12, 10
2016/1/27, 106, 60, 6, 69, 10, 11
2016/1/28, 103, 54, 5, 50, 11, 9
2016/1/29, 93, 42, 10, 48, 9, 10
2016/1/30, 91, 44, 20, 22, 8, 5
2016/1/31, 81, 43, 17, 27, 9, 5
2016/2/1, 74, 49, 16, 38, 9, 6
2016/2/2, 81, 62, 13, 63, 10, 10
2016/2/3, 106, 61, 20, 49, 10, 10
2016/2/4, 108, 50, 19, 38, 10, 6
2016/2/5, 79, 56, 22, 25, 10, 5
2016/2/6, 91, 51, 17, 38, 9, 6
2016/2/7, 90, 64, 32, 34, 12, 7
2016/2/8, 116, 59, 26, 20, 11, 5
2016/2/9, 94, 43, 12, 53, 9, 8
2016/2/10, 85, 51, 8, 60, 10, 9
2016/2/11, 90, 40, 11, 52, 7, 9
2016/2/12, 85, 17, 7, 43, 7, 8
2016/2/13, 46, 32, 22, 16, 6, 4
2016/2/14, 68, 36, 24, 19, 6, 4
2016/2/15, 54, 32, 18, 34, 7, 5
2016/2/16, 67, 43, 18, 41, 8, 6
2016/2/17, 65, 48, 26, 46, 9, 6
2016/2/18, 82, 79, 10, 51, 11, 12
2016/2/19, 129, 51, 27, 37, 8, 6
2016/2/20, 69, 29, 28, 20, 7, 4
2016/2/21, 52, 46, 13, 49, 8, 6
2016/2/22, 71, 55, 27, 34, 8, 6
2016/2/23, 91, 36, 22, 29, 7, 5
2016/2/24, 71, 51, 22, 40, 10, 7
2016/2/25, 91, 52, 20, 43, 11, 7
2016/2/26, 94, 69, 20, 45, 10, 7
2016/2/27, 129, 50, 20, 50, 8, 7
2016/2/28, 97, 61, 23, 23, 8, 5
2016/2/29, 99, 36, 25, 27, 8, 4
2016/3/1, 72, 42, 21, 44, 9, 5
2016/3/2, 82, 57, 18, 51, 8, 6
2016/3/3, 103, 73, 18, 58, 8, 7
2016/3/4, 123, 26, 9, 40, 6, 6
2016/3/5, 59, 78, 28, 25, 6, 5
2016/3/6, 79, 98, 5, 61, 8, 7
2016/3/7, 101, 68, 21, 26, 7, 5
2016/3/8, 77, 49, 24, 20, 7, 4
2016/3/9, 63, 38, 28, 20, 7, 4
2016/3/10, 58, 39, 27, 25, 8, 4
2016/3/11, 72, 51, 25, 38, 9, 5
2016/3/12, 78, 63, 33, 39, 9, 6
2016/3/13, 115, 66, 33, 29, 7, 6
2016/3/14, 140, 59, 21, 51, 11, 7
2016/3/15, 100, 66, 30, 61, 12, 7
2016/3/16, 114, 73, 10, 91, 11, 11
2016/3/17, 120, 67, 26, 71, 10, 10
2016/3/18, 118, 75, 30, 42, 8, 7
2016/3/19, 134, 79, 33, 49, 11, 8
2016/3/20, 144, 82, 31, 62, 11, 9
2016/3/21, 152, 72, 33, 55, 9, 7
2016/3/22, 141, 75, 32, 34, 9, 6
2016/3/23, 134, 43, 27, 31, 7, 4
2016/3/24, 82, 72, 28, 50, 9, 6
2016/3/25, 122, 69, 28, 52, 8, 6
2016/3/26, 137, 69, 40, 41, 10, 7
2016/3/27, 140, 67, 33, 55, 12, 7
2016/3/28, 129, 87, 46, 43, 13, 8
2016/3/29, 152, 85, 31, 43, 10, 7
2016/3/30, 137, 55, 21, 69, 10, 7
2016/3/31, 84, 72, 32, 75, 11, 8
2015/10/1, 39, 32, 27, 22, 6, 3
2015/10/2, 44, 45, 34, 22, 7, 4
2015/10/3, 70, 30, 23, 27, 7, 4
2015/10/4, 51, 32, 21, 46, 7, 5
2015/10/5, 64, 35, 19, 52, 7, 6
2015/10/6, 71, 47, 18, 54, 7, 7
2015/10/7, 85, 59, 29, 49, 8, 7
2015/10/8, 103, 36, 28, 19, 7, 3
2015/10/9, 46, 26, 23, 30, 7, 4
2015/10/10, 52, 18, 19, 22, 6, 4
2015/10/11, 41, 19, 19, 20, 7, 4
2015/10/12, 41, 30, 24, 36, 7, 6
2015/10/13, 59, 53, 14, 56, 9, 9
2015/10/14, 96, 62, 24, 71, 10, 10
2015/10/15, 114, 73, 24, 77, 10, 11
2015/10/16, 133, 64, 27, 63, 8, 9
2015/10/17, 117, 71, 44, 52, 8, 9
2015/10/18, 132, 87, 28, 53, 9, 10
2015/10/19, 163, 89, 30, 51, 10, 10
2015/10/20, 162, 97, 33, 49, 10, 10
2015/10/21, 166, 78, 21, 44, 8, 8
2015/10/22, 135, 55, 21, 42, 9, 7
2015/10/23, 100, 38, 23, 34, 7, 7
2015/10/24, 80, 33, 26, 33, 6, 5
2015/10/25, 65, 37, 11, 44, 7, 6
2015/10/26, 69, 37, 22, 24, 6, 5
2015/10/27, 52, 34, 21, 30, 8, 4
2015/10/28, 51, 25, 19, 31, 7, 5
2015/10/29, 53, 32, 22, 20, 7, 4
2015/10/30, 49, 32, 17, 32, 7, 5
2015/10/31, 59, 45, 8, 52, 7, 7
2015/11/1, 77, 56, 15, 52, 9, 9
2015/11/2, 88, 71, 22, 59, 10, 11
2015/11/3, 126, 81, 10, 81, 12, 12
2015/11/4, 161, 76, 20, 73, 9, 12
2015/11/5, 155, 54, 22, 38, 6, 7
2015/11/6, 113, 12, 24, 23, 5, 5
2015/11/7, 35, 5, 23, 20, 5, 4
2015/11/8, 14, 12, 15, 28, 6, 5
2015/11/9, 30, 51, 8, 38, 6, 9
2015/11/10, 108, 45, 5, 49, 7, 9
2015/11/11, 93, 17, 13, 35, 6, 6
2015/11/12, 45, 15, 8, 35, 5, 6
2015/11/13, 39, 12, 11, 39, 5, 6
2015/11/14, 33, 21, 12, 35, 7, 6
2015/11/15, 51, 31, 3, 39, 6, 8
2015/11/16, 72, 19, 16, 34, 7, 7
2015/11/17, 52, 12, 17, 25, 5, 5
2015/11/18, 27, 16, 13, 33, 6, 5
2015/11/19, 34, 38, 11, 40, 7, 8
2015/11/20, 79, 52, 11, 47, 8, 10
2015/11/21, 110, 33, 13, 36, 7, 8
2015/11/22, 75, 9, 17, 27, 6, 5
2015/11/23, 21, 27, 17, 27, 6, 6
2015/11/24, 64, 13, 18, 26, 5, 5
2015/11/25, 39, 37, 22, 20, 7, 5
2015/11/26, 89, 45, 22, 25, 8, 6
2015/11/27, 97, 49, 9, 42, 9, 9
2015/11/28, 99, 44, 4, 37, 6, 8
2015/11/29, 104, 49, 13, 38, 9, 10
2015/11/30, 108, 61, 5, 59, 9, 12
2015/12/1, 110, 57, 10, 46, 9, 12
2015/12/2, 112, 21, 18, 22, 6, 5
2015/12/3, 46, 46, 18, 28, 7, 6
2015/12/4, 66, 38, 18, 37, 9, 8
2015/12/5, 70, 38, 16, 37, 8, 7
2015/12/6, 75, 55, 3, 55, 8, 11
2015/12/7, 101, 63, 3, 70, 10, 13
2015/12/8, 117, 73, 3, 67, 11, 14
2015/12/9, 125, 48, 2, 52, 9, 11
2015/12/10, 97, 36, 16, 33, 8, 8
2015/12/11, 79, 31, 18, 39, 8, 7
2015/12/12, 66, 44, 8, 51, 9, 10
2015/12/13, 88, 50, 2, 51, 8, 10
2015/12/14, 101, 59, 14, 37, 9, 9
2015/12/15, 115, 32, 21, 19, 8, 5
2015/12/16, 58, 21, 19, 18, 7, 4
2015/12/17, 45, 46, 6, 46, 9, 10
2015/12/18, 82, 65, 4, 53, 9, 12
2015/12/19, 119, 59, 9, 54, 9, 13
2015/12/20, 107, 55, 4, 46, 8, 10
2015/12/21, 106, 64, 4, 47, 9, 11
2015/12/22, 121, 58, 6, 56, 9, 12
2015/12/23, 112, 88, 13, 49, 13, 12
2015/12/24, 161, 32, 20, 28, 9, 5
2015/12/25, 63, 68, 12, 40, 10, 10
2015/12/26, 113, 33, 20, 23, 7, 5
2015/12/27, 66, 27, 16, 27, 8, 6
2015/12/28, 55, 61, 5, 56, 11, 12
2015/12/29, 100, 62, 9, 54, 9, 12
2015/12/30, 111, , , , , 
2015/7/1, 75, 48, 48, 22, 8, 6
2015/7/2, 104, 44, 35, 22, 8, 5
2015/7/3, 95, 34, 53, 32, 8, 4
2015/7/4, 76, 38, 51, 26, 10, 5
2015/7/5, 85, 33, 40, 31, 7, 4
2015/7/6, 75, 39, 36, 36, 7, 4
2015/7/7, 85, 11, 30, 19, 6, 3
2015/7/8, 26, 11, 23, 18, 5, 3
2015/7/9, 28, 19, 32, 28, 6, 4
2015/7/10, 46, 30, 45, 37, 6, 5
2015/7/11, 73, 11, 9, 12, 5, 3
2015/7/12, 30, 27, 34, 16, 7, 4
2015/7/13, 57, 66, 50, 28, 8, 6
2015/7/14, 127, 53, 39, 30, 8, 6
2015/7/15, 106, 12, 25, 12, 6, 2
2015/7/16, 21, 12, 24, 16, 6, 3
2015/7/17, 24, 30, 28, 26, 6, 3
2015/7/18, 64, 26, 31, 20, 6, 4
2015/7/19, 68, 23, 11, 24, 7, 4
2015/7/20, 62, 27, 17, 28, 6, 4
2015/7/21, 63, 34, 21, 42, 6, 5
2015/7/22, 79, 27, 17, 37, 7, 5
2015/7/23, 72, 15, 11, 29, 6, 4
2015/7/24, 42, 20, 11, 19, 6, 3
2015/7/25, 52, 19, 11, 14, 6, 3
2015/7/26, 46, 30, 6, 22, 7, 4
2015/7/27, 66, 40, 28, 24, 8, 4
2015/7/28, 90, 36, 18, 29, 7, 5
2015/7/29, 83, 68, 47, 22, 7, 6
2015/7/30, 147, 59, 45, 24, 8, 5
2015/7/31, 130, 51, 37, 22, 8, 4
2015/8/1, 111, 34, 25, 16, 6, 3
2015/8/2, 79, 34, 20, 17, 9, 4
2015/8/3, 78, 28, 17, 17, 8, 3
2015/8/4, 68, 35, 36, 20, 7, 3
2015/8/5, 82, 36, 46, 26, 8, 4
2015/8/6, 84, 42, 52, 35, 6, 5
2015/8/7, 95, 36, 31, 33, 6, 5
2015/8/8, 82, 22, 32, 19, 6, 3
2015/8/9, 56, 31, 34, 21, 6, 3
2015/8/10, 69, 59, 34, 33, 7, 7
2015/8/11, 119, 53, 56, 29, 8, 6
2015/8/12, 111, 43, 29, 32, 6, 5
2015/8/13, 89, 41, 48, 33, 7, 5
2015/8/14, 86, 59, 66, 22, 8, 7
2015/8/15, 126, 67, 45, 22, 7, 7
2015/8/16, 138, 28, 38, 23, 6, 4
2015/8/17, 70, 23, 33, 24, 7, 3
2015/8/18, 58, 39, 31, 36, 7, 5
2015/8/19, 80, 37, 15, 44, 9, 5
2015/8/20, 83, 31, 25, 29, 7, 4
2015/8/21, 80, 40, 42, 26, 7, 4
2015/8/22, 92, 39, 66, 24, 7, 5
2015/8/23, 87, 33, 30, 21, 6, 4
2015/8/24, 74, 8, 22, 15, 6, 2
2015/8/25, 17, 10, 19, 19, 7, 3
2015/8/26, 24, 22, 34, 25, 7, 3
2015/8/27, 51, 31, 16, 46, 8, 6
2015/8/28, 67, 35, 36, 41, 8, 5
2015/8/29, 82, 36, 46, 26, 6, 4
2015/8/30, 83, 37, 38, 35, 6, 5
2015/8/31, 86, 27, 33, 19, 6, 4
2015/9/1, 73, 27, 20, 30, 6, 4
2015/9/2, 68, 26, 36, 29, 6, 5
2015/9/3, 65, 33, 32, 31, 7, 5
2015/9/4, 77, 36, 17, 35, 7, 5
2015/9/5, 81, 15, 30, 13, 6, 3
2015/9/6, 37, 13, 25, 23, 6, 3
2015/9/7, 29, 13, 23, 23, 6, 3
2015/9/8, 32, 17, 29, 22, 6, 3
2015/9/9, 37, 30, 29, 26, 7, 3
2015/9/10, 53, 44, 21, 30, 7, 6
2015/9/11, 87, 22, 24, 28, 6, 4
2015/9/12, 54, 23, 36, 17, 7, 3
2015/9/13, 48, 35, 30, 40, 7, 5
2015/9/14, 71, 30, 31, 37, 6, 4
2015/9/15, 68, 17, 27, 28, 6, 4
2015/9/16, 38, 13, 25, 20, 6, 3
2015/9/17, 26, 19, 23, 30, 6, 3
2015/9/18, 42, 34, 27, 36, 6, 4
2015/9/19, 65, 52, 43, 31, 8, 6
2015/9/20, 103, 53, 35, 41, 7, 7
2015/9/21, 105, 46, 42, 46, 7, 6
2015/9/22, 94, 45, 13, 61, 7, 6
2015/9/23, 88, 42, 30, 46, 7, 5
2015/9/24, 85, 38, 35, 42, 7, 5
2015/9/25, 83, 53, 39, 31, 7, 6
2015/9/26, 102, 39, 31, 31, 6, 4
2015/9/27, 68, 33, 34, 30, 6, 4
2015/9/28, 61, 28, 34, 16, 6, 3
2015/9/29, 48, 19, 24, 24, 6, 3
2015/9/30, 35, 18, 24, 28, 5, 4
2015/4/1, 67, 26, 22, 25, 6, 5
2015/4/2, 61, 35, 14, 33, 6, 8
2015/4/3, 73, 18, 24, 26, 6, 5
2015/4/4, 38, 18, 24, 25, 6, 4
2015/4/5, 46, 54, 23, 33, 7, 6
2015/4/6, 82, 46, 18, 27, 6, 5
2015/4/7, 76, 30, 26, 28, 7, 5
2015/4/8, 67, 55, 23, 53, 10, 7
2015/4/9, 99, 58, 37, 49, 11, 7
2015/4/10, 100, 68, 30, 53, 10, 8
2015/4/11, 115, 55, 34, 37, 8, 6
2015/4/12, 100, 30, 37, 18, 6, 4
2015/4/13, 63, 23, 31, 29, 6, 5
2015/4/14, 65, 40, 35, 36, 9, 7
2015/4/15, 85, 72, 22, 40, 9, 7
2015/4/16, 107, 68, 31, 37, 8, 5
2015/4/17, 72, 62, 26, 56, 9, 7
2015/4/18, 74, 36, 21, 36, 7, 6
2015/4/19, 62, 13, 33, 27, 6, 4
2015/4/20, 33, 45, 28, 50, 9, 7
2015/4/21, 82, 67, 36, 43, 13, 7
2015/4/22, 116, 63, 37, 52, 10, 8
2015/4/23, 120, 68, 41, 33, 10, 6
2015/4/24, 111, 61, 26, 45, 9, 6
2015/4/25, 77, 40, 26, 41, 12, 6
2015/4/26, 68, 57, 44, 39, 13, 5
2015/4/27, 90, 49, 31, 49, 9, 6
2015/4/28, 85, 50, 20, 36, 8, 5
2015/4/29, 95, 34, 32, 36, 7, 5
2015/4/30, 73, 48, 40, 51, 9, 6
2015/5/1, 93, 39, 33, 40, 9, 6
2015/5/2, 85, 28, 15, 26, 7, 5
2015/5/3, 69, 50, 30, 24, 7, 4
2015/5/4, 64, 42, 33, 25, 8, 4
2015/5/5, 55, 49, 27, 45, 11, 6
2015/5/6, 68, 47, 32, 53, 9, 6
2015/5/7, 73, 57, 30, 49, 11, 6
2015/5/8, 98, 45, 37, 33, 9, 5
2015/5/9, 78, 44, 34, 29, 8, 5
2015/5/10, 73, 48, 29, 39, 8, 5
2015/5/11, 82, 37, 35, 20, 8, 5
2015/5/12, 62, 61, 43, 26, 10, 6
2015/5/13, 85, 56, 41, 31, 9, 5
2015/5/14, 99, 86, 36, 33, 9, 8
2015/5/15, 149, 54, 43, 38, 9, 6
2015/5/16, 91, 57, 45, 33, 11, 7
2015/5/17, 110, 48, 36, 49, 8, 6
2015/5/18, 88, 51, 36, 28, 7, 6
2015/5/19, 104, 46, 32, 26, 7, 5
2015/5/20, 74, 46, 45, 36, 10, 6
2015/5/21, 80, 55, 43, 44, 14, 6
2015/5/22, 100, 49, 48, 50, 9, 6
2015/5/23, 89, 34, 55, 33, 7, 5
2015/5/24, 69, 46, 45, 40, 9, 5
2015/5/25, 87, 44, 36, 45, 9, 5
2015/5/26, 84, 43, 48, 59, 7, 6
2015/5/27, 80, 44, 56, 55, 9, 5
2015/5/28, 87, 49, 39, 60, 9, 6
2015/5/29, 93, 44, 23, 34, 7, 4
2015/5/30, 90, 44, 46, 32, 7, 5
2015/5/31, 88, 40, 41, 46, 12, 5
2015/6/1, 82, 39, 40, 38, 8, 5
2015/6/2, 84, 45, 33, 19, 6, 3
2015/6/3, 64, 43, 47, 41, 8, 6
2015/6/4, 71, 36, 28, 43, 8, 6
2015/6/5, 73, 35, 57, 31, 7, 5
2015/6/6, 74, 34, 65, 26, 8, 4
2015/6/7, 72, 39, 41, 33, 9, 4
2015/6/8, 81, 48, 39, 24, 7, 4
2015/6/9, 96, 52, 67, 39, 7, 6
2015/6/10, 100, 43, 37, 35, 7, 5
2015/6/11, 87, 47, 51, 25, 7, 5
2015/6/12, 90, 72, 50, 32, 8, 6
2015/6/13, 118, 34, 56, 17, 7, 4
2015/6/14, 69, 40, 45, 28, 6, 5
2015/6/15, 84, 51, 49, 38, 7, 7
2015/6/16, 98, 40, 39, 37, 7, 6
2015/6/17, 89, 31, 36, 24, 6, 4
2015/6/18, 72, 23, 42, 21, 6, 4
2015/6/19, 56, 40, 21, 32, 6, 6
2015/6/20, 88, 23, 43, 21, 6, 5
2015/6/21, 58, 34, 40, 37, 8, 5
2015/6/22, 78, 36, 45, 32, 9, 5
2015/6/23, 79, 45, 61, 38, 8, 6
2015/6/24, 93, 44, 40, 40, 8, 6
2015/6/25, 92, 13, 34, 19, 6, 3
2015/6/26, 36, 11, 37, 19, 6, 3
2015/6/27, 33, 25, 44, 29, 7, 4
2015/6/28, 60, 25, 45, 28, 8, 4
2015/6/29, 65, 33, 30, 32, 7, 4
2015/6/30, 79, 34, 42, 22, 7, 5
2015/1/1, 54, 32, 14, 22, 9, 4
2015/1/2, 61, 43, 4, 43, 12, 8
2015/1/3, 84, 48, 4, 61, 11, 9
2015/1/4, 98, 71, 3, 63, 13, 13
2015/1/5, 132, 40, 18, 23, 8, 5
2015/1/6, 59, 39, 15, 52, 22, 4
2015/1/7, 59, 47, 10, 57, 32, 6
2015/1/8, 83, 53, 6, 62, 11, 10
2015/1/9, 95, 44, 10, 42, 11, 8
2015/1/10, 82, 50, 18, 26, 11, 6
2015/1/11, 89, 49, 13, 41, 11, 7
2015/1/12, 92, 62, 8, 63, 12, 12
2015/1/13, 111, 72, 32, 68, 14, 14
2015/1/14, 131, 64, 7, 61, 13, 11
2015/1/15, 120, 77, 15, 37, 11, 10
2015/1/16, 146, 39, 17, 22, 9, 5
2015/1/17, 74, 36, 9, 40, 9, 7
2015/1/18, 70, 64, 15, 28, 11, 8
2015/1/19, 121, 52, 6, 49, 9, 8
2015/1/20, 94, 64, 4, 59, 11, 12
2015/1/21, 113, 50, 12, 51, 10, 9
2015/1/22, 100, 46, 9, 46, 10, 9
2015/1/23, 93, 57, 13, 52, 11, 8
2015/1/24, 106, 67, 4, 51, 9, 9
2015/1/25, 124, 44, 19, 38, 8, 9
2015/1/26, 100, 54, 18, 25, 9, 6
2015/1/27, 98, 50, 14, 37, 9, 6
2015/1/28, 73, 56, 10, 51, 9, 10
2015/1/29, 97, 43, 18, 29, 10, 6
2015/1/30, 79, 46, 12, 32, 10, 5
2015/1/31, 77, 34, 13, 36, 8, 6
2015/2/1, 71, 48, 19, 54, 9, 10
2015/2/2, 91, 64, 4, 67, 11, 12
2015/2/3, 119, 76, 14, 62, 13, 14
2015/2/4, 148, 83, 18, 39, 17, 12
2015/2/5, 159, 58, 16, 43, 12, 8
2015/2/6, 106, 53, 17, 47, 12, 9
2015/2/7, 93, 87, 20, 13, 7, 3
2015/2/8, 55, 41, 15, 27, 10, 5
2015/2/9, 68, 82, 16, 50, 20, 11
2015/2/10, 133, 79, 15, 51, 15, 11
2015/2/11, 133, 42, 21, 23, 9, 4
2015/2/12, 63, 36, 20, 30, 9, 5
2015/2/13, 69, 58, 8, 53, 11, 9
2015/2/14, 104, 76, 24, 42, 12, 9
2015/2/15, 139, 46, 26, 41, 7, 8
2015/2/16, 96, 62, 18, 28, 8, 8
2015/2/17, 126, 63, 19, 25, 9, 9
2015/2/18, 139, 64, 17, 40, 9, 10
2015/2/19, 138, 57, 22, 44, 8, 9
2015/2/20, 117, 29, 12, 43, 7, 6
2015/2/21, 66, 202, 20, 28, 7, 5
2015/2/22, 92, 554, 16, 25, 7, 5
2015/2/23, 180, 91, 16, 37, 9, 7
2015/2/24, 99, 70, 18, 43, 10, 8
2015/2/25, 102, 39, 20, 22, 8, 4
2015/2/26, 74, 34, 22, 23, 8, 4
2015/2/27, 72, 50, 9, 45, 9, 7
2015/2/28, 90, 80, 22, 27, 8, 6
2015/3/1, 103, 80, 20, 41, 10, 7
2015/3/2, 94, 55, 17, 43, 10, 6
2015/3/3, 93, 45, 24, 16, 7, 4
2015/3/4, 70, 49, 19, 37, 8, 6
2015/3/5, 100, 52, 12, 57, 10, 9
2015/3/6, 102, 55, 20, 54, 10, 9
2015/3/7, 103, 70, 26, 52, 13, 10
2015/3/8, 145, 64, 23, 29, 11, 6
2015/3/9, 106, 33, 23, 14, 7, 3
2015/3/10, 48, 43, 22, 26, 10, 5
2015/3/11, 74, 37, 23, 30, 9, 4
2015/3/12, 59, 50, 28, 34, 9, 5
2015/3/13, 85, 43, 17, 39, 10, 5
2015/3/14, 78, 48, 22, 55, 13, 8
2015/3/15, 92, 78, 15, 63, 13, 10
2015/3/16, 120, 106, 7, 90, 17, 14
2015/3/17, 167, 77, 21, 49, 10, 8
2015/3/18, 135, 58, 17, 48, 9, 7
2015/3/19, 101, 87, 23, 68, 12, 10
2015/3/20, 131, 127, 39, 63, 20, 11
2015/3/21, 155, 115, 28, 34, 12, 8
2015/3/22, 121, 58, 29, 19, 8, 4
2015/3/23, 56, 49, 24, 39, 9, 5
2015/3/24, 77, 48, 20, 48, 10, 6
2015/3/25, 85, 51, 24, 52, 12, 6
2015/3/26, 87, 59, 27, 52, 12, 7
2015/3/27, 99, 52, 28, 50, 12, 7
2015/3/28, 89, 64, 25, 34, 10, 5
2015/3/29, 110, 115, 29, 53, 10, 9
2015/3/30, 149, 98, 18, 54, 10, 10
2015/3/31, 164, 29, 26, 29, 7, 6
2014/10/1, 49, 27, 20, 26, 6, 4
2014/10/2, 77, 36, 11, 42, 8, 6
2014/10/3, 66, 25, 27, 24, 7, 8
2014/10/4, 50, 22, 21, 26, 6, 5
2014/10/5, 44, 19, 30, 15, 5, 2
2014/10/6, 45, 33, 21, 41, 7, 4
2014/10/7, 72, 39, 18, 56, 7, 5
2014/10/8, 80, 46, 33, 51, 7, 6
2014/10/9, 94, 46, 24, 41, 6, 5
2014/10/10, 92, 32, 25, 26, 5, 4
2014/10/11, 72, 33, 24, 35, 6, 4
2014/10/12, 71, 26, 22, 20, 5, 3
2014/10/13, 47, 28, 17, 27, 5, 3
2014/10/14, 43, 39, 26, 43, 7, 5
2014/10/15, 77, 42, 21, 32, 6, 4
2014/10/16, 64, 37, 17, 44, 7, 5
2014/10/17, 66, 43, 12, 57, 8, 7
2014/10/18, 78, 59, 21, 48, 8, 7
2014/10/19, 111, 35, 11, 44, 6, 6
2014/10/20, 83, 15, 8, 30, 5, 5
2014/10/21, 43, 17, 17, 25, 6, 3
2014/10/22, 46, 30, 13, 45, 6, 5
2014/10/23, 66, 44, 13, 57, 7, 7
2014/10/24, 93, 53, 17, 52, 8, 7
2014/10/25, 105, 41, 22, 32, 7, 5
2014/10/26, 84, 45, 17, 27, 6, 3
2014/10/27, 64, 62, 8, 58, 8, 5
2014/10/28, 97, 64, 5, 79, 8, 9
2014/10/29, 107, 63, 4, 85, 9, 10
2014/10/30, 123, 47, 10, 66, 8, 8
2014/10/31, 76, 42, 19, 43, 7, 5
2014/11/1, 87, 57, 37, 15, 6, 3
2014/11/2, 98, 42, 18, 25, 7, 3
2014/11/3, 58, 33, 11, 47, 7, 5
2014/11/4, 63, 35, 14, 51, 8, 6
2014/11/5, 71, 58, 22, 49, 10, 6
2014/11/6, 101, 54, 8, 50, 8, 5
2014/11/7, 78, 64, 3, 64, 9, 8
2014/11/8, 102, 61, 25, 39, 7, 6
2014/11/9, 101, 59, 11, 64, 8, 9
2014/11/10, 99, 69, 10, 73, 9, 11
2014/11/11, 127, 42, 19, 18, 7, 3
2014/11/12, 66, 65, 18, 19, 6, 3
2014/11/13, 40, 35, 12, 46, 9, 6
2014/11/14, 63, 36, 12, 39, 8, 6
2014/11/15, 70, 51, 9, 55, 11, 7
2014/11/16, 91, 36, 16, 35, 7, 6
2014/11/17, 85, 38, 15, 41, 7, 6
2014/11/18, 87, 59, 9, 64, 9, 11
2014/11/19, 111, 65, 8, 71, 10, 12
2014/11/20, 122, 63, 9, 68, 10, 10
2014/11/21, 120, 48, 6, 62, 8, 8
2014/11/22, 101, 66, 12, 41, 7, 7
2014/11/23, 126, 68, 2, 53, 9, 9
2014/11/24, 130, 34, 15, 33, 7, 6
2014/11/25, 76, 33, 15, 40, 6, 6
2014/11/26, 69, 54, 3, 62, 8, 10
2014/11/27, 103, 29, 7, 45, 6, 7
2014/11/28, 71, 20, 7, 36, 5, 6
2014/11/29, 46, 15, 12, 32, 6, 6
2014/11/30, 43, 44, 16, 15, 6, 4
2014/12/1, 51, 74, 14, 18, 7, 4
2014/12/2, 49, 28, 8, 31, 8, 4
